0.037500001,1.643508077
0.536729157,1.714500308
1.036729217,1.56463778
1.536729217,1.533019662
2.037562609,1.696537971
2.537562609,1.721109152
3.036729097,1.602519155
3.536729097,1.746669769
4.036729336,1.743572712
4.53756237,1.666293263
5.036728859,1.821025372
5.53674984,1.614022136
6.037583351,1.611166954
6.53674984,1.616001248
9.16345787,1.875346303
9.34595871,2.20229888
9.84595871,2.113310337
10.3468132,2.149982929
10.8468132,2.172770739
11.3468132,2.358129025
11.84597874,2.560461521
12.34604168,2.177191019
12.84687519,2.451811075
13.34604168,2.421589375
13.84770775,2.59328413
14.34606266,2.621637821
14.84770775,2.526838779
15.34606266,2.540726423
15.84687519,2.840724707
16.34770775,2.940087795
16.84606171,2.87244606
17.34687424,2.626006126
17.84687424,2.837439775
18.34687424,2.920240879
18.84687424,3.053157091
19.34687424,3.136089325
19.84687424,3.012069225
20.34606361,3.060339451
20.84606361,3.076814175
21.34606361,3.182829618
21.8452282,3.288439035
22.34689522,3.125177145
22.84689522,3.060694218
23.34606361,3.144542694
23.84606361,3.257960081
24.34606361,3.421212912
24.8452282,3.233392
25.34689522,3.35924387
25.84689522,3.529990673
26.34606361,3.328531027
26.8452282,3.478741407
27.34689522,3.209611893
27.8469162,3.736360312
28.34608269,3.471026659
28.84608269,3.692656279
29.3469162,3.654672384
29.8469162,3.710182667
30.34612465,3.540754318
30.84612465,3.811565161
31.34695816,3.330335379
31.84695816,3.549220324
32.34612274,3.615628719
32.84695816,3.673779726
33.34614563,3.477722168
33.84614563,3.735901117
34.34614563,3.804294109
34.84704208,3.551246405
35.34620667,3.649040461
35.84622955,3.888510227
36.34706116,3.962241173
36.84704208,4.025991917
37.34622955,3.722521067
37.84706116,3.816005707
38.34704208,3.795424461
38.84622955,3.995643377
39.34620667,3.93642664
39.84706116,3.870161533
40.34770966,3.959962606
40.84606171,4.109412193
41.34606171,3.911715031
41.84606171,3.920550823
42.34606171,3.950783491
42.84606171,4.043791294
43.34687424,3.948014259
43.84687424,3.998977184
44.34687424,4.00676012
44.84606171,3.983630419
45.34606171,4.061241627
45.84606171,3.902899265
46.34689713,4.072184563
46.84689713,3.860864639
47.34606171,4.247831345
47.84606171,3.994787931
48.34606171,3.956584215
48.84689713,3.890526772
49.34606171,3.980028391
49.84606171,4.183388233
50.3469162,4.146509647
50.8469162,4.016092777
51.3469162,3.886941195
51.84608078,3.901482344
52.34608078,3.960396051
52.84608078,3.998627424
53.34695816,3.961661339
53.84612656,4.03191328
54.34612656,4.142941952
54.84612656,4.000057697
55.34612656,4.21075201
55.84695816,3.908478737
56.34614563,4.000056744
56.84614563,3.959292173
57.34614563,4.032086372
57.84620667,4.039546013
58.3478775,3.7973876
58.84706116,4.092597008
59.3478775,4.24684
59.84706116,4.021428585
60.34704208,4.029768944
60.84622955,4.190392017
61.34706116,4.039217949
61.84620667,4.193037033
62.34620667,4.250630856
62.84620667,4.285971642
63.34706116,3.85314393
63.84620667,4.169198513
64.3463974,3.76897788
64.8463974,3.774383545
65.34637451,4.047231674
65.84555817,4.056073189
66.34637451,3.839990854
66.84555817,4.145314693
67.347229,4.188618183
67.847229,3.957876444
68.3463974,4.058925629
68.8463974,4.06166935
69.3463974,3.944027662
69.8455658,4.030465126
70.3463974,3.994769812
70.8463974,4.195354462
71.34642029,4.0297122
71.8455658,4.141579628
72.34723663,3.978515863
72.84642029,4.05561161
73.34642029,3.964920998
73.84642029,4.157060146
74.34558105,3.942563295
74.84725189,3.848232985
75.34642029,4.077551842
75.84645844,4.0285182
76.3456192,3.906611443
76.84729004,4.235154152
77.34645844,4.018053055
77.84645844,4.085118294
78.34564972,3.91814208
78.84731293,3.832956314
79.34647369,3.99186039
79.84654236,3.867209435
80.34571075,3.939146996
80.84737396,4.175871372
81.34654236,3.870422125
81.84739685,3.885302067
82.34654236,3.885827303
82.84571075,4.059220314
83.34654236,3.951520205
83.84739685,3.976428509
84.34571075,3.896796227
84.84654236,3.883536339
85.34654236,3.888739824
85.84654236,3.997382641
86.34654236,3.883114576
86.84737396,3.95636034
87.34656525,3.80482173
87.84654236,3.738815784
88.34656525,3.842289209
88.84571075,3.925361156
89.34572601,3.854637384
89.84739685,3.938904047
90.34656525,3.682224035
90.84656525,3.797369957
91.34572601,4.024466515
91.84572601,3.795706749
92.34662628,3.821329594
92.84656525,3.863938093
96.12908173,4.498742104
96.31241608,4.446338177
96.81241608,4.557083607
97.31324768,4.643508911
97.81324768,4.406599522
98.31246185,4.676606178
98.81246185,4.660934925
99.31328583,4.279590607
99.81328583,4.601836205
100.3124619,4.491185665
100.8133163,4.251338959
101.3133163,4.391525745
101.8124771,4.48567152
102.3125381,4.533555984
102.8133774,4.506544113
103.3125381,4.698880196
103.8133774,4.25060606
104.3125687,4.44874239
104.8133774,4.540431976
105.314209,4.392375946
105.8125687,4.349452972
106.3133774,4.423931599
106.814209,4.54445219
107.3125687,4.455238819
107.8125687,4.422078133
108.3133774,4.505806446
108.8125687,4.445020676
109.3125687,4.337918758
109.8125687,4.428190708
110.3117294,4.457027435
110.8133774,4.398670673
111.3133774,4.288928032
111.8133926,4.296687603
112.3133926,4.432058334
112.8125687,4.207965851
113.3125687,4.40425539
113.8125687,4.247229576
114.3133926,4.148499489
114.8133926,4.462315559
115.3125687,4.373400211
115.8125687,4.267834663
116.3125687,4.573106289
116.8133926,4.275564671
117.3133926,4.331413746
117.8125839,4.299378872
